"","participant","rt","accuracy","item","task","control","AgeGroup","rawrt","condition"
"391",9,7.83256958179717,1,"coffee","Colour","cong","Younger",2521.4,"9cong"
"392",9,7.23605132431917,1,"ketchup","Colour","cong","Younger",1388.6,"9cong"
"393",9,7.22431631098429,1,"rhino","Colour","cong","Younger",1372.4,"9cong"
"394",9,6.96139082814805,1,"wasp","Size","cong","Younger",1055.1,"9cong"
"395",9,7.05168244778878,1,"goose","Size","cong","Younger",1154.8,"9cong"
"396",9,7.1733451049591,1,"donkey","Size","cong","Younger",1304.2,"9cong"
"397",9,7.29308570466992,1,"sunflower","Colour","cong","Younger",1470.1,"9cong"
"398",9,7.24864630976506,1,"gin","Colour","cong","Younger",1406.2,"9cong"
"400",9,7.42183560046862,1,"window","Size","cong","Younger",1672.1,"9cong"
"401",9,7.83869814218861,1,"pen","Size","cong","Younger",2536.9,"9cong"
"402",9,7.38137735375058,1,"mop","Size","cong","Younger",1605.8,"9cong"
"403",9,7.23619534390609,1,"snow","Colour","cong","Younger",1388.8,"9cong"
"404",9,7.60334946318513,1,"butter","Colour","cong","Younger",2004.9,"9cong"
"405",9,8.00833230295983,1,"oregano","Colour","cong","Younger",3005.9,"9cong"
"407",9,7.42231392633724,1,"doctor","Size","cong","Younger",1672.9,"9cong"
"410",9,7.81213535983046,1,"tar","Colour","incon","Younger",2470.4,"9incon"
"412",9,7.7645082981401,1,"diary","Size","incon","Younger",2355.5,"9incon"
"414",9,7.57773618151024,1,"football","Size","incon","Younger",1954.2,"9incon"
"415",9,7.28310476318568,1,"cranberry","Colour","incon","Younger",1455.5,"9incon"
"416",9,7.40129231261059,1,"cloud","Colour","incon","Younger",1638.1,"9incon"
"418",9,7.08036314358845,1,"handbag","Size","incon","Younger",1188.4,"9incon"
"420",9,7.30545699647247,1,"tribe","Size","incon","Younger",1488.4,"9incon"
"421",9,7.34865187892157,1,"highlighter","Colour","incon","Younger",1554.1,"9incon"
"427",9,7.74305285164676,1,"blackboard","Colour","incon","Younger",2305.5,"9incon"
"429",9,7.68335763947828,1,"dove","Colour","incon","Younger",2171.9,"9incon"
"432",9,7.67554600253785,1,"box","Size","incon","Younger",2155,"9incon"
"433",10,7.43112193424244,1,"ham","Colour","cong","Younger",1687.7,"10cong"
"435",10,7.8837101715776,1,"broccoli","Colour","cong","Younger",2653.7,"10cong"
"436",10,7.6119413066573,1,"hammer","Size","cong","Younger",2022.2,"10cong"
"437",10,7.23619534390609,1,"orange","Size","cong","Younger",1388.8,"10cong"
"438",10,7.81915406477586,1,"mouth","Size","cong","Younger",2487.8,"10cong"
"439",10,7.73429634271261,1,"coffee","Colour","cong","Younger",2285.4,"10cong"
"440",10,7.68973717324257,1,"ketchup","Colour","cong","Younger",2185.8,"10cong"
"441",10,7.69907218331433,1,"rhino","Colour","cong","Younger",2206.3,"10cong"
"442",10,7.52623279120505,1,"wasp","Size","cong","Younger",1856.1,"10cong"
"443",10,7.55255219860104,1,"goose","Size","cong","Younger",1905.6,"10cong"
"444",10,7.49875898587338,1,"donkey","Size","cong","Younger",1805.8,"10cong"
"445",10,7.69843743537861,1,"sunflower","Colour","cong","Younger",2204.9,"10cong"
"446",10,8.0922088158617,1,"gin","Colour","cong","Younger",3268.9,"10cong"
"447",10,7.95686214774641,1,"grass","Colour","cong","Younger",2855.1,"10cong"
"448",10,8.02440393013635,1,"window","Size","cong","Younger",3054.6,"10cong"
"449",10,7.93333081640627,1,"pen","Size","cong","Younger",2788.7,"10cong"
"450",10,7.56941179245071,1,"mop","Size","cong","Younger",1938,"10cong"
"451",10,7.85255571930201,1,"snow","Colour","cong","Younger",2572.3,"10cong"
"452",10,7.80588204022862,1,"butter","Colour","cong","Younger",2455,"10cong"
"453",10,7.60230148045579,1,"oregano","Colour","cong","Younger",2002.8,"10cong"
"454",10,7.58599184680633,1,"fork","Size","cong","Younger",1970.4,"10cong"
"455",10,7.98623288522987,1,"doctor","Size","cong","Younger",2940.2,"10cong"
"456",10,7.92153563213355,1,"dancer","Size","cong","Younger",2756,"10cong"
"457",10,8.19869445928517,1,"rice","Colour","incon","Younger",3636.2,"10incon"
"458",10,7.97370662541069,1,"tar","Colour","incon","Younger",2903.6,"10incon"
"459",10,7.92699963226667,1,"trumpet","Colour","incon","Younger",2771.1,"10incon"
"460",10,7.69060604262386,1,"diary","Size","incon","Younger",2187.7,"10incon"
"461",10,7.74309622524526,1,"gun","Size","incon","Younger",2305.6,"10incon"
"462",10,7.45916606922684,1,"football","Size","incon","Younger",1735.7,"10incon"
"463",10,7.61952792366525,1,"cranberry","Colour","incon","Younger",2037.6,"10incon"
"464",10,7.58654995331768,1,"cloud","Colour","incon","Younger",1971.5,"10incon"
"465",10,7.76463565152468,1,"chalk","Colour","incon","Younger",2355.8,"10incon"
"466",10,7.85247796485053,1,"handbag","Size","incon","Younger",2572.1,"10incon"
"467",10,7.81262099318682,1,"cup","Size","incon","Younger",2471.6,"10incon"
"468",10,7.77779262633883,1,"tribe","Size","incon","Younger",2387,"10incon"
"469",10,7.87709376527837,1,"highlighter","Colour","incon","Younger",2636.2,"10incon"
"470",10,8.36757887339014,1,"paper","Colour","incon","Younger",4305.2,"10incon"
"471",10,8.01839494786297,1,"lion","Colour","incon","Younger",3036.3,"10incon"
"472",10,8.37142726112337,1,"pencil","Size","incon","Younger",4321.8,"10incon"
"473",10,8.08280377972967,1,"theatre","Size","incon","Younger",3238.3,"10incon"
"474",10,8.27804728262452,1,"lighter","Size","incon","Younger",3936.5,"10incon"
"475",10,8.79052782991074,1,"blackboard","Colour","incon","Younger",6571.7,"10incon"
"476",10,8.42772789694147,1,"bread","Colour","incon","Younger",4572.1,"10incon"
"477",10,8.20396080532034,1,"dove","Colour","incon","Younger",3655.4,"10incon"
"478",10,8.12820164600096,1,"stool","Size","incon","Younger",3388.7,"10incon"
"479",10,8.3634590914742,1,"chair","Size","incon","Younger",4287.5,"10incon"
"480",10,8.29898742913165,1,"box","Size","incon","Younger",4019.8,"10incon"
"481",11,7.32810899958405,1,"ham","Colour","cong","Younger",1522.5,"11cong"
"482",11,7.41818082272679,1,"blood","Colour","cong","Younger",1666,"11cong"
"483",11,7.56158974215654,1,"broccoli","Colour","cong","Younger",1922.9,"11cong"
"484",11,8.14066533320267,1,"hammer","Size","cong","Younger",3431.2,"11cong"
"485",11,7.30215943973088,1,"orange","Size","cong","Younger",1483.5,"11cong"
"486",11,7.27447955877387,1,"mouth","Size","cong","Younger",1443,"11cong"
"487",11,7.57891244165047,1,"coffee","Colour","cong","Younger",1956.5,"11cong"
"488",11,7.30512100883365,1,"ketchup","Colour","cong","Younger",1487.9,"11cong"
"489",11,7.19526233611963,1,"rhino","Colour","cong","Younger",1333.1,"11cong"
"490",11,7.4807666583021,1,"wasp","Size","cong","Younger",1773.6,"11cong"
"491",11,7.51686846393207,1,"goose","Size","cong","Younger",1838.8,"11cong"
"492",11,7.69929878139828,1,"donkey","Size","cong","Younger",2206.8,"11cong"
"493",11,7.74014252663359,1,"sunflower","Colour","cong","Younger",2298.8,"11cong"
"494",11,7.40306109109009,1,"gin","Colour","cong","Younger",1641,"11cong"
"495",11,8.2990869316193,1,"grass","Colour","cong","Younger",4020.2,"11cong"
"496",11,8.06413320450039,1,"window","Size","cong","Younger",3178.4,"11cong"
"497",11,7.29315372493999,1,"pen","Size","cong","Younger",1470.2,"11cong"
"498",11,7.92761291896134,1,"mop","Size","cong","Younger",2772.8,"11cong"
"499",11,8.11945812936998,1,"snow","Colour","cong","Younger",3359.2,"11cong"
"500",11,7.63341805121876,1,"butter","Colour","cong","Younger",2066.1,"11cong"
"501",11,7.74699216541398,1,"oregano","Colour","cong","Younger",2314.6,"11cong"
"502",11,8.52012887806833,1,"fork","Size","cong","Younger",5014.7,"11cong"
"503",11,7.6685611080159,1,"doctor","Size","cong","Younger",2140,"11cong"
"504",11,7.75302250760292,1,"dancer","Size","cong","Younger",2328.6,"11cong"
"506",11,7.99469976278256,1,"tar","Colour","incon","Younger",2965.2,"11incon"
"507",11,8.30568172433174,1,"trumpet","Colour","incon","Younger",4046.8,"11incon"
"508",11,7.74656003196445,1,"diary","Size","incon","Younger",2313.6,"11incon"
"512",11,7.81351070894091,1,"cloud","Colour","incon","Younger",2473.8,"11incon"
"513",11,8.02142037027654,1,"chalk","Colour","incon","Younger",3045.5,"11incon"
"514",11,7.61045667234689,1,"handbag","Size","incon","Younger",2019.2,"11incon"
"515",11,7.10126402516666,1,"cup","Size","incon","Younger",1213.5,"11incon"
"516",11,7.90440866734075,1,"tribe","Size","incon","Younger",2709.2,"11incon"
"517",11,8.95464780217662,1,"highlighter","Colour","incon","Younger",7743.8,"11incon"
"519",11,8.47805727466764,1,"lion","Colour","incon","Younger",4808.1,"11incon"
"521",11,8.33835356565855,1,"theatre","Size","incon","Younger",4181.2,"11incon"
"524",11,8.66494055656986,1,"bread","Colour","incon","Younger",5796.1,"11incon"
"525",11,8.30965228332944,1,"dove","Colour","incon","Younger",4062.9,"11incon"
"526",11,8.03999574863023,1,"stool","Size","incon","Younger",3102.6,"11incon"
"527",11,8.05242383940893,1,"chair","Size","incon","Younger",3141.4,"11incon"
"528",11,8.42667749966346,1,"box","Size","incon","Younger",4567.3,"11incon"
"529",12,7.64257209471347,1,"ham","Colour","cong","Younger",2085.1,"12cong"
"530",12,7.48980328702336,1,"blood","Colour","cong","Younger",1789.7,"12cong"
"531",12,7.22424344327559,1,"broccoli","Colour","cong","Younger",1372.3,"12cong"
"533",12,7.32699179117422,1,"orange","Size","cong","Younger",1520.8,"12cong"
"534",12,7.50752541003678,1,"mouth","Size","cong","Younger",1821.7,"12cong"
"536",12,7.34878056248885,1,"ketchup","Colour","cong","Younger",1554.3,"12cong"
"537",12,8.33660612951594,1,"rhino","Colour","cong","Younger",4173.9,"12cong"
"538",12,7.5847730776122,1,"wasp","Size","cong","Younger",1968,"12cong"
"539",12,8.22190896232435,1,"goose","Size","cong","Younger",3721.6,"12cong"
"540",12,7.83932863438745,1,"donkey","Size","cong","Younger",2538.5,"12cong"
"541",12,8.1183262673363,1,"sunflower","Colour","cong","Younger",3355.4,"12cong"
"542",12,7.78538833916541,1,"gin","Colour","cong","Younger",2405.2,"12cong"
"543",12,7.55239475547704,1,"grass","Colour","cong","Younger",1905.3,"12cong"
"544",12,8.44212475816739,1,"window","Size","cong","Younger",4638.4,"12cong"
"545",12,7.31681392260043,1,"pen","Size","cong","Younger",1505.4,"12cong"
"546",12,8.2866976805564,1,"mop","Size","cong","Younger",3970.7,"12cong"
"547",12,7.85410954007068,1,"snow","Colour","cong","Younger",2576.3,"12cong"
"548",12,7.7854299148852,1,"butter","Colour","cong","Younger",2405.3,"12cong"
"549",12,8.63438938824973,1,"oregano","Colour","cong","Younger",5621.7,"12cong"
"550",12,7.72117129193303,1,"fork","Size","cong","Younger",2255.6,"12cong"
"551",12,8.0354731927889,1,"doctor","Size","cong","Younger",3088.6,"12cong"
"552",12,7.64549334286996,1,"dancer","Size","cong","Younger",2091.2,"12cong"
"553",12,7.47033808952097,1,"rice","Colour","incon","Younger",1755.2,"12incon"
"554",12,7.67568520398577,1,"tar","Colour","incon","Younger",2155.3,"12incon"
"555",12,8.30780460533436,1,"trumpet","Colour","incon","Younger",4055.4,"12incon"
"556",12,7.49792798391425,1,"diary","Size","incon","Younger",1804.3,"12incon"
"557",12,8.00256032930729,1,"gun","Size","incon","Younger",2988.6,"12incon"
"558",12,7.64396194900253,1,"football","Size","incon","Younger",2088,"12incon"
"559",12,7.39073682951813,1,"cranberry","Colour","incon","Younger",1620.9,"12incon"
"560",12,7.63573857437754,1,"cloud","Colour","incon","Younger",2070.9,"12incon"
"561",12,8.0407045800547,1,"chalk","Colour","incon","Younger",3104.8,"12incon"
"562",12,7.33849819427457,1,"handbag","Size","incon","Younger",1538.4,"12incon"
"564",12,7.42309071822596,1,"tribe","Size","incon","Younger",1674.2,"12incon"
"565",12,8.40543447306592,1,"highlighter","Colour","incon","Younger",4471.3,"12incon"
"566",12,8.12346888951109,1,"paper","Colour","incon","Younger",3372.7,"12incon"
"567",12,7.7986871763894,1,"lion","Colour","incon","Younger",2437.4,"12incon"
"568",12,7.90879148930235,1,"pencil","Size","incon","Younger",2721.1,"12incon"
"569",12,7.6526406549465,1,"theatre","Size","incon","Younger",2106.2,"12incon"
"570",12,8.33254893925264,1,"lighter","Size","incon","Younger",4157,"12incon"
"571",12,8.1622025425416,1,"blackboard","Colour","incon","Younger",3505.9,"12incon"
"572",12,7.74339978777063,1,"bread","Colour","incon","Younger",2306.3,"12incon"
"573",12,7.76476298869245,1,"dove","Colour","incon","Younger",2356.1,"12incon"
"574",12,8.54492508315413,1,"stool","Size","incon","Younger",5140.6,"12incon"
"575",12,8.48768198804185,1,"chair","Size","incon","Younger",4854.6,"12incon"
"576",12,7.94513025817906,1,"box","Size","incon","Younger",2821.8,"12incon"
"577",13,7.52240023138712,1,"ham","Colour","cong","Younger",1849,"13cong"
"578",13,9.18860587983018,1,"blood","Colour","cong","Younger",9785,"13cong"
"579",13,8.42623950828489,1,"broccoli","Colour","cong","Younger",4565.3,"13cong"
"580",13,8.54034315131494,1,"hammer","Size","cong","Younger",5117.1,"13cong"
"581",13,7.46725677467216,1,"orange","Size","cong","Younger",1749.8,"13cong"
"582",13,7.86943993814618,1,"mouth","Size","cong","Younger",2616.1,"13cong"
"583",13,7.16827168336115,1,"coffee","Colour","cong","Younger",1297.6,"13cong"
"584",13,7.35634373147239,1,"ketchup","Colour","cong","Younger",1566.1,"13cong"
"585",13,7.6958034647368,1,"rhino","Colour","cong","Younger",2199.1,"13cong"
"586",13,6.97354301952014,1,"wasp","Size","cong","Younger",1068,"13cong"
"587",13,7.3348514072166,1,"goose","Size","cong","Younger",1532.8,"13cong"
"588",13,7.2440132069266,1,"donkey","Size","cong","Younger",1399.7,"13cong"
"589",13,7.61633279719744,1,"sunflower","Colour","cong","Younger",2031.1,"13cong"
"590",13,8.91791372849364,1,"gin","Colour","cong","Younger",7464.5,"13cong"
"591",13,8.34673696238103,1,"grass","Colour","cong","Younger",4216.4,"13cong"
"592",13,8.37003798610137,1,"window","Size","cong","Younger",4315.8,"13cong"
"593",13,7.34465445257983,1,"pen","Size","cong","Younger",1547.9,"13cong"
"594",13,7.64127635368036,1,"mop","Size","cong","Younger",2082.4,"13cong"
"595",13,8.12681372072611,1,"snow","Colour","cong","Younger",3384,"13cong"
"596",13,7.94356975282621,1,"butter","Colour","cong","Younger",2817.4,"13cong"
"597",13,7.8164169836918,1,"oregano","Colour","cong","Younger",2481,"13cong"
"598",13,7.9604283357088,1,"fork","Size","cong","Younger",2865.3,"13cong"
"599",13,8.12201499117621,1,"doctor","Size","cong","Younger",3367.8,"13cong"
"600",13,8.83724564389847,1,"dancer","Size","cong","Younger",6886,"13cong"
"605",13,8.05512598528402,1,"gun","Size","incon","Younger",3149.9,"13incon"
"606",13,7.75413843544094,1,"football","Size","incon","Younger",2331.2,"13incon"
"607",13,7.65733005084073,1,"cranberry","Colour","incon","Younger",2116.1,"13incon"
"608",13,7.42773884053289,1,"cloud","Colour","incon","Younger",1682,"13incon"
"609",13,7.83755436088108,1,"chalk","Colour","incon","Younger",2534,"13incon"
"610",13,7.31115158192119,1,"handbag","Size","incon","Younger",1496.9,"13incon"
"611",13,7.39780660353165,1,"cup","Size","incon","Younger",1632.4,"13incon"
"614",13,7.98344006300654,1,"paper","Colour","incon","Younger",2932,"13incon"
"615",13,9.36297561839978,1,"lion","Colour","incon","Younger",11649,"13incon"
"616",13,7.86311286602019,1,"pencil","Size","incon","Younger",2599.6,"13incon"
"617",13,7.46645636298916,1,"theatre","Size","incon","Younger",1748.4,"13incon"
"618",13,8.28999141664117,1,"lighter","Size","incon","Younger",3983.8,"13incon"
"619",13,7.70300768247924,1,"blackboard","Colour","incon","Younger",2215,"13incon"
"620",13,8.02270012893781,1,"bread","Colour","incon","Younger",3049.4,"13incon"
"621",13,7.97160357521391,1,"dove","Colour","incon","Younger",2897.5,"13incon"
"622",13,7.8502594176722,1,"stool","Size","incon","Younger",2566.4,"13incon"
"623",13,7.73328944758541,1,"chair","Size","incon","Younger",2283.1,"13incon"
"624",13,7.51305436896889,1,"box","Size","incon","Younger",1831.8,"13incon"
"625",14,8.28306452404327,1,"ham","Colour","cong","Younger",3956.3,"14cong"
"626",14,7.9919643373395,1,"blood","Colour","cong","Younger",2957.1,"14cong"
"627",14,7.620508989181,1,"broccoli","Colour","cong","Younger",2039.6,"14cong"
"628",14,8.3525072096736,1,"hammer","Size","cong","Younger",4240.8,"14cong"
"629",14,7.89744516042606,1,"orange","Size","cong","Younger",2690.4,"14cong"
"630",14,8.23623512872421,1,"mouth","Size","cong","Younger",3775.3,"14cong"
"631",14,8.46391898895674,1,"coffee","Colour","cong","Younger",4740.6,"14cong"
"632",14,7.87883718053898,1,"ketchup","Colour","cong","Younger",2640.8,"14cong"
"633",14,7.92829791222832,1,"rhino","Colour","cong","Younger",2774.7,"14cong"
"634",14,7.81363197250742,1,"wasp","Size","cong","Younger",2474.1,"14cong"
"635",14,7.58761456521515,1,"goose","Size","cong","Younger",1973.6,"14cong"
"636",14,7.79305057715377,1,"donkey","Size","cong","Younger",2423.7,"14cong"
"637",14,8.67539280608978,1,"sunflower","Colour","cong","Younger",5857,"14cong"
"638",14,8.3947769389684,1,"gin","Colour","cong","Younger",4423.9,"14cong"
"639",14,8.56733482289457,1,"grass","Colour","cong","Younger",5257.1,"14cong"
"640",14,8.62561701036594,1,"window","Size","cong","Younger",5572.6,"14cong"
"641",14,8.26613872934119,1,"pen","Size","cong","Younger",3889.9,"14cong"
"642",14,8.54171017882931,1,"mop","Size","cong","Younger",5124.1,"14cong"
"643",14,8.85723049420195,1,"snow","Colour","cong","Younger",7025,"14cong"
"644",14,8.62000245539737,1,"butter","Colour","cong","Younger",5541.4,"14cong"
"645",14,8.3603756252735,1,"oregano","Colour","cong","Younger",4274.3,"14cong"
"646",14,7.80637071917628,1,"fork","Size","cong","Younger",2456.2,"14cong"
"647",14,8.11963672737611,1,"doctor","Size","cong","Younger",3359.8,"14cong"
"648",14,8.0473175539792,1,"dancer","Size","cong","Younger",3125.4,"14cong"
"649",14,8.78564657183948,1,"rice","Colour","incon","Younger",6539.7,"14incon"
"650",14,8.27499423356687,1,"tar","Colour","incon","Younger",3924.5,"14incon"
"651",14,7.93401190545811,1,"trumpet","Colour","incon","Younger",2790.6,"14incon"
"652",14,7.81367239042873,1,"diary","Size","incon","Younger",2474.2,"14incon"
"653",14,8.09903790249155,1,"gun","Size","incon","Younger",3291.3,"14incon"
"654",14,8.3039009561524,1,"football","Size","incon","Younger",4039.6,"14incon"
"656",14,7.70737735404909,1,"cloud","Colour","incon","Younger",2224.7,"14incon"
"657",14,7.93426271611529,1,"chalk","Colour","incon","Younger",2791.3,"14incon"
"658",14,7.81975682543786,1,"handbag","Size","incon","Younger",2489.3,"14incon"
"659",14,8.00336305862995,1,"cup","Size","incon","Younger",2991,"14incon"
"660",14,7.92775716706833,1,"tribe","Size","incon","Younger",2773.2,"14incon"
"661",14,8.20879127115012,1,"highlighter","Colour","incon","Younger",3673.1,"14incon"
"662",14,8.12415060330663,1,"paper","Colour","incon","Younger",3375,"14incon"
"663",14,8.14331395586726,1,"lion","Colour","incon","Younger",3440.3,"14incon"
"664",14,8.45691226053131,1,"pencil","Size","incon","Younger",4707.5,"14incon"
"665",14,8.61691182152665,1,"theatre","Size","incon","Younger",5524.3,"14incon"
"666",14,8.50849547571304,1,"lighter","Size","incon","Younger",4956.7,"14incon"
"667",14,8.30814976448081,1,"blackboard","Colour","incon","Younger",4056.8,"14incon"
"668",14,8.6494312480422,1,"bread","Colour","incon","Younger",5706.9,"14incon"
"669",14,8.24035873690411,1,"dove","Colour","incon","Younger",3790.9,"14incon"
"670",14,8.21784331409677,1,"stool","Size","incon","Younger",3706.5,"14incon"
"671",14,8.69502133459785,1,"chair","Size","incon","Younger",5973.1,"14incon"
"672",14,8.12888014212564,1,"box","Size","incon","Younger",3391,"14incon"
