participant,rt,accuracy,item,task,control,AgeGroup
76,4177.1,1,snow,Colour,cong,Older
76,3454.1,1,butter,Colour,cong,Older
76,3165.6,1,oregano,Colour,cong,Older
76,3241.4,1,fork,Size,cong,Older
76,4845.2,1,doctor,Size,cong,Older
76,3495.9,1,dancer,Size,cong,Older
76,5712.4,1,rice,Colour,incon,Older
76,3593.5,1,tar,Colour,incon,Older
76,4155.5,1,trumpet,Colour,incon,Older
76,3652.6,1,diary,Size,incon,Older
76,4492.9,1,gun,Size,incon,Older
76,3752.4,1,football,Size,incon,Older
76,5199.1,1,cranberry,Colour,incon,Older
76,3840.7,1,cloud,Colour,incon,Older
76,3001.3,1,chalk,Colour,incon,Older
76,2903.3,1,handbag,Size,incon,Older
76,3750.4,1,cup,Size,incon,Older
76,2481.9,1,tribe,Size,incon,Older
76,5324.3,1,highlighter,Colour,incon,Older
76,5294.9,1,paper,Colour,incon,Older
76,5771.7,0,lion,Colour,incon,Older
76,4271.4,1,pencil,Size,incon,Older
76,4725.3,1,theatre,Size,incon,Older
76,3566.9,1,lighter,Size,incon,Older
76,4831.5,1,blackboard,Colour,incon,Older
76,5086.6,1,bread,Colour,incon,Older
76,6774.7,1,dove,Colour,incon,Older
76,4085.2,1,stool,Size,incon,Older
76,4411.2,1,chair,Size,incon,Older
76,3284.2,1,box,Size,incon,Older
77,1548.8,1,ham,Colour,cong,Younger
77,1187.8,1,blood,Colour,cong,Younger
77,2203,1,broccoli,Colour,cong,Younger
77,2342.6,0,hammer,Size,cong,Younger
77,1638.2,1,orange,Size,cong,Younger
77,1939.4,1,mouth,Size,cong,Younger
77,2310.7,1,coffee,Colour,cong,Younger
77,2447.6,1,ketchup,Colour,cong,Younger
77,1794.8,1,rhino,Colour,cong,Younger
77,1210.8,1,wasp,Size,cong,Younger
77,1299.8,1,goose,Size,cong,Younger
77,1398,1,donkey,Size,cong,Younger
77,2182,1,sunflower,Colour,cong,Younger
77,2050.7,1,gin,Colour,cong,Younger
77,4225.3,1,grass,Colour,cong,Younger
77,3423.8,1,window,Size,cong,Younger
77,1671.2,1,pen,Size,cong,Younger
77,3803.7,1,mop,Size,cong,Younger
77,2937.5,1,snow,Colour,cong,Younger
77,2130.4,1,butter,Colour,cong,Younger
77,1930.2,1,oregano,Colour,cong,Younger
77,1664.3,1,fork,Size,cong,Younger
77,2555.4,1,doctor,Size,cong,Younger
77,1780.7,1,dancer,Size,cong,Younger
77,1235.6,0,rice,Colour,incon,Younger
77,2404.2,1,tar,Colour,incon,Younger
77,3489,1,trumpet,Colour,incon,Younger
77,2129.5,0,diary,Size,incon,Younger
77,1977.8,1,gun,Size,incon,Younger
77,2326.5,1,football,Size,incon,Younger
77,3693.8,0,cranberry,Colour,incon,Younger
77,1833,1,cloud,Colour,incon,Younger
77,2522.8,1,chalk,Colour,incon,Younger
77,1897.7,1,handbag,Size,incon,Younger
77,2109.2,1,cup,Size,incon,Younger
77,2881.7,1,tribe,Size,incon,Younger
77,5646.2,1,highlighter,Colour,incon,Younger
77,2590.9,1,paper,Colour,incon,Younger
77,3465.6,1,lion,Colour,incon,Younger
77,1639.3,0,pencil,Size,incon,Younger
77,2980.2,1,theatre,Size,incon,Younger
77,2246.8,1,lighter,Size,incon,Younger
77,1961,1,blackboard,Colour,incon,Younger
77,3101.3,1,bread,Colour,incon,Younger
77,4119.9,1,dove,Colour,incon,Younger
77,2245.8,0,stool,Size,incon,Younger
77,3878.4,1,chair,Size,incon,Younger
77,2874.5,1,box,Size,incon,Younger
78,2521.9,1,ham,Colour,cong,Older
78,2290.3,1,blood,Colour,cong,Older
78,3471.5,1,broccoli,Colour,cong,Older
78,3655.2,1,hammer,Size,cong,Older
78,2304.6,1,orange,Size,cong,Older
78,2689.2,1,mouth,Size,cong,Older
78,5373.1,1,coffee,Colour,cong,Older
78,4489.8,1,ketchup,Colour,cong,Older
78,3222.2,1,rhino,Colour,cong,Older
78,2289.8,1,wasp,Size,cong,Older
78,2540.7,1,goose,Size,cong,Older
78,3906.2,1,donkey,Size,cong,Older
78,2739.1,1,sunflower,Colour,cong,Older
78,3538.1,1,gin,Colour,cong,Older
78,3372.9,1,grass,Colour,cong,Older
78,3088.4,1,window,Size,cong,Older
78,5239.3,1,pen,Size,cong,Older
78,2855.9,1,mop,Size,cong,Older
78,3437.3,1,snow,Colour,cong,Older
78,3405.6,1,butter,Colour,cong,Older
78,2805.2,1,oregano,Colour,cong,Older
78,2889.1,1,fork,Size,cong,Older
78,3975.2,1,doctor,Size,cong,Older
78,4424.6,1,dancer,Size,cong,Older
78,3805.8,1,rice,Colour,incon,Older
78,3555.9,1,tar,Colour,incon,Older
78,2689.6,1,trumpet,Colour,incon,Older
78,4439,1,diary,Size,incon,Older
78,3222.1,1,gun,Size,incon,Older
78,2388.7,1,football,Size,incon,Older
78,3321.4,0,cranberry,Colour,incon,Older
78,2988.7,1,cloud,Colour,incon,Older
78,2688.9,1,chalk,Colour,incon,Older
78,2239.5,1,handbag,Size,incon,Older
78,2638.7,1,cup,Size,incon,Older
78,3906.1,1,tribe,Size,incon,Older
78,4072.6,1,highlighter,Colour,incon,Older
78,3305.7,0,paper,Colour,incon,Older
78,4221.7,1,lion,Colour,incon,Older
78,3456.5,1,pencil,Size,incon,Older
78,3388.1,1,theatre,Size,incon,Older
78,3956.4,0,lighter,Size,incon,Older
78,5675.9,1,blackboard,Colour,incon,Older
78,6939.5,1,bread,Colour,incon,Older
78,4789.6,1,dove,Colour,incon,Older
78,3355.9,1,stool,Size,incon,Older
78,3870.9,1,chair,Size,incon,Older
78,4505.9,1,box,Size,incon,Older
79,3156.1,1,ham,Colour,cong,Older
79,4071.2,1,blood,Colour,cong,Older
79,2238.9,1,broccoli,Colour,cong,Older
79,2445,1,hammer,Size,cong,Older
79,1898.3,1,orange,Size,cong,Older
79,3304.5,1,mouth,Size,cong,Older
79,2186.5,1,coffee,Colour,cong,Older
79,2026.6,1,ketchup,Colour,cong,Older
79,2821.4,1,rhino,Colour,cong,Older
79,1963.1,1,wasp,Size,cong,Older
79,1828.1,1,goose,Size,cong,Older
79,2323.3,1,donkey,Size,cong,Older
79,3087.4,1,sunflower,Colour,cong,Older
79,2869.2,1,gin,Colour,cong,Older
79,3100.1,1,grass,Colour,cong,Older
79,1722.8,1,window,Size,cong,Older
79,2218.8,1,pen,Size,cong,Older
79,2427.7,1,mop,Size,cong,Older
79,1482.2,1,snow,Colour,cong,Older
79,3101.7,1,butter,Colour,cong,Older
79,2820.5,1,oregano,Colour,cong,Older
79,2571.3,1,fork,Size,cong,Older
79,2609.1,1,doctor,Size,cong,Older
79,2594.3,1,dancer,Size,cong,Older
79,1954.2,1,rice,Colour,incon,Older
79,2772.4,1,tar,Colour,incon,Older
79,3685.1,1,trumpet,Colour,incon,Older
79,3229.7,1,diary,Size,incon,Older
79,2060.8,0,gun,Size,incon,Older
79,2466.3,1,football,Size,incon,Older
79,1558.1,1,cranberry,Colour,incon,Older
79,1934.1,1,cloud,Colour,incon,Older
79,2063.2,0,chalk,Colour,incon,Older
79,2452.8,1,handbag,Size,incon,Older
79,3508.3,1,cup,Size,incon,Older
79,9132.9,1,tribe,Size,incon,Older
79,3347.3,1,highlighter,Colour,incon,Older
79,5293.6,0,paper,Colour,incon,Older
79,4236.2,1,lion,Colour,incon,Older
79,3350.1,1,pencil,Size,incon,Older
79,3635.1,1,theatre,Size,incon,Older
79,3621.4,1,lighter,Size,incon,Older
79,4414,0,blackboard,Colour,incon,Older
79,3477.3,1,bread,Colour,incon,Older
79,5998.8,0,dove,Colour,incon,Older
79,3218.5,1,stool,Size,incon,Older
79,5114.9,1,chair,Size,incon,Older
79,3391.9,1,box,Size,incon,Older
80,2508.9,1,ham,Colour,cong,Older
80,3195.9,1,blood,Colour,cong,Older
80,2091.3,1,broccoli,Colour,cong,Older
80,8853.8,1,hammer,Size,cong,Older
80,2063.9,1,orange,Size,cong,Older
80,2645.5,1,mouth,Size,cong,Older
80,2182.9,1,coffee,Colour,cong,Older
80,1991.2,1,ketchup,Colour,cong,Older
80,2008.7,1,rhino,Colour,cong,Older
80,2481.9,1,wasp,Size,cong,Older
80,2189.2,1,goose,Size,cong,Older
80,2436.1,1,donkey,Size,cong,Older
80,3314.4,1,sunflower,Colour,cong,Older
80,3585.3,1,gin,Colour,cong,Older
80,3893.5,1,grass,Colour,cong,Older
80,2946.4,1,window,Size,cong,Older
80,2866.2,1,pen,Size,cong,Older
80,2338.3,1,mop,Size,cong,Older
80,3821.7,1,snow,Colour,cong,Older
80,4395,1,butter,Colour,cong,Older
80,3982.3,1,oregano,Colour,cong,Older
80,2526.7,1,fork,Size,cong,Older
80,3265.1,1,doctor,Size,cong,Older
80,2536.6,1,dancer,Size,cong,Older
80,3030.3,0,rice,Colour,incon,Older
80,2763.6,1,tar,Colour,incon,Older
80,3955.9,1,trumpet,Colour,incon,Older
80,3265.4,1,diary,Size,incon,Older
80,2241.3,1,gun,Size,incon,Older
80,2691.5,1,football,Size,incon,Older
80,4149.7,1,cranberry,Colour,incon,Older
80,159.8,0,cloud,Colour,incon,Older
80,2779.8,0,chalk,Colour,incon,Older
80,2215.1,1,handbag,Size,incon,Older
80,1986.2,1,cup,Size,incon,Older
80,4994.1,1,tribe,Size,incon,Older
80,5271,1,highlighter,Colour,incon,Older
80,3421.9,1,paper,Colour,incon,Older
80,10824,1,lion,Colour,incon,Older
80,3371.1,1,pencil,Size,incon,Older
80,3349.6,1,theatre,Size,incon,Older
80,4132.2,1,lighter,Size,incon,Older
80,3190.1,1,blackboard,Colour,incon,Older
80,3524.5,1,bread,Colour,incon,Older
80,5653.1,1,dove,Colour,incon,Older
80,3909.1,1,stool,Size,incon,Older
80,5064.8,1,chair,Size,incon,Older
80,2801.3,1,box,Size,incon,Older
81,2375.7,1,ham,Colour,cong,Older
81,2562.1,1,blood,Colour,cong,Older
81,2616.4,1,broccoli,Colour,cong,Older
81,8055.6,1,hammer,Size,cong,Older
81,2792,1,orange,Size,cong,Older
81,2815.8,1,mouth,Size,cong,Older
81,4515,1,coffee,Colour,cong,Older
81,2173.1,1,ketchup,Colour,cong,Older
81,3007.2,1,rhino,Colour,cong,Older
81,2521,1,wasp,Size,cong,Older
81,2961.5,1,goose,Size,cong,Older
81,2732.6,1,donkey,Size,cong,Older
81,4131.1,1,sunflower,Colour,cong,Older
81,4443.1,1,gin,Colour,cong,Older
81,2971.1,1,grass,Colour,cong,Older
81,3536.1,1,window,Size,cong,Older
81,2303,1,pen,Size,cong,Older
81,3936.7,1,mop,Size,cong,Older
81,3500.9,1,snow,Colour,cong,Older
81,3260.4,1,butter,Colour,cong,Older
81,2688.3,1,oregano,Colour,cong,Older
81,3400,1,fork,Size,cong,Older
81,4195.9,1,doctor,Size,cong,Older
81,2954.4,1,dancer,Size,cong,Older
81,6514.6,1,rice,Colour,incon,Older
81,3115.2,1,tar,Colour,incon,Older
81,3471.6,1,trumpet,Colour,incon,Older
81,3881.9,1,diary,Size,incon,Older
81,4809,1,gun,Size,incon,Older
81,3329,1,football,Size,incon,Older
81,4498,1,cranberry,Colour,incon,Older
81,3765.3,1,cloud,Colour,incon,Older
81,4407.4,1,chalk,Colour,incon,Older
81,2761.9,1,handbag,Size,incon,Older
81,2718.7,1,cup,Size,incon,Older
81,4111.4,1,tribe,Size,incon,Older
81,2893.2,1,highlighter,Colour,incon,Older
81,5602,1,paper,Colour,incon,Older
81,5412.9,1,lion,Colour,incon,Older
81,5263.1,1,pencil,Size,incon,Older
81,2735.9,1,theatre,Size,incon,Older
81,5764.4,1,lighter,Size,incon,Older
81,3380.5,1,blackboard,Colour,incon,Older
81,4595,1,bread,Colour,incon,Older
81,5275.3,1,dove,Colour,incon,Older
81,5418.6,1,stool,Size,incon,Older
81,5063.3,1,chair,Size,incon,Older
81,4255.5,1,box,Size,incon,Older
82,1300.9,1,ham,Colour,cong,Younger
82,2062.6,1,blood,Colour,cong,Younger
82,2547.1,1,broccoli,Colour,cong,Younger
82,3783.7,0,hammer,Size,cong,Younger
82,1982.7,1,orange,Size,cong,Younger
82,2998.1,1,mouth,Size,cong,Younger
82,2788.5,1,coffee,Colour,cong,Younger
82,1317.3,1,ketchup,Colour,cong,Younger
82,2858.2,1,rhino,Colour,cong,Younger
82,1552.8,1,wasp,Size,cong,Younger
82,1491.3,1,goose,Size,cong,Younger
82,3087.3,1,donkey,Size,cong,Younger
82,3601.6,1,sunflower,Colour,cong,Younger
82,1978.2,1,gin,Colour,cong,Younger
82,1773,1,grass,Colour,cong,Younger
82,1563.7,1,window,Size,cong,Younger
82,1984,1,pen,Size,cong,Younger
82,4818.3,0,mop,Size,cong,Younger
82,1517.7,1,snow,Colour,cong,Younger
82,2026.7,1,butter,Colour,cong,Younger
82,2305.4,1,oregano,Colour,cong,Younger
82,1607.8,1,fork,Size,cong,Younger
82,2651,1,doctor,Size,cong,Younger
82,4456.2,1,dancer,Size,cong,Younger
82,2451.1,0,rice,Colour,incon,Younger
82,2158.9,1,tar,Colour,incon,Younger
82,3583.4,1,trumpet,Colour,incon,Younger
82,3338.7,1,diary,Size,incon,Younger
82,2517.4,1,gun,Size,incon,Younger
82,3215,1,football,Size,incon,Younger
82,1912.9,0,cranberry,Colour,incon,Younger
82,2060.1,1,cloud,Colour,incon,Younger
82,2798.6,1,chalk,Colour,incon,Younger
82,1327.7,1,handbag,Size,incon,Younger
82,3026.6,1,cup,Size,incon,Younger
82,2235.2,1,tribe,Size,incon,Younger
82,5185,1,highlighter,Colour,incon,Younger
82,2717.9,1,paper,Colour,incon,Younger
82,6261.6,0,lion,Colour,incon,Younger
82,3173.3,1,pencil,Size,incon,Younger
82,3451.4,1,theatre,Size,incon,Younger
82,2253.4,1,lighter,Size,incon,Younger
82,3489.9,1,blackboard,Colour,incon,Younger
82,1765.2,1,bread,Colour,incon,Younger
82,3917,1,dove,Colour,incon,Younger
82,4434.7,0,stool,Size,incon,Younger
82,2429.1,1,chair,Size,incon,Younger
82,2453.6,1,box,Size,incon,Younger
83,16989.6,1,ham,Colour,cong,Older
83,3537.6,1,blood,Colour,cong,Older
83,3563.9,1,broccoli,Colour,cong,Older
83,6316.6,0,hammer,Size,cong,Older
83,2934,1,orange,Size,cong,Older
83,4935.1,1,mouth,Size,cong,Older
83,9091.1,1,coffee,Colour,cong,Older
83,3763.6,1,ketchup,Colour,cong,Older
83,3588.3,1,rhino,Colour,cong,Older
83,3171.9,1,wasp,Size,cong,Older
83,3103.7,1,goose,Size,cong,Older
83,3568.2,1,donkey,Size,cong,Older
83,7173.7,1,sunflower,Colour,cong,Older
83,2900.5,1,gin,Colour,cong,Older
83,6018,1,grass,Colour,cong,Older
83,7551.6,1,window,Size,cong,Older
83,3952.8,1,pen,Size,cong,Older
83,3698.5,1,mop,Size,cong,Older
83,5111.9,1,snow,Colour,cong,Older
83,4547.8,1,butter,Colour,cong,Older
83,8487.3,1,oregano,Colour,cong,Older
83,5240.1,1,fork,Size,cong,Older
83,5420.4,1,doctor,Size,cong,Older
83,6438.9,1,dancer,Size,cong,Older
83,4621.8,1,rice,Colour,incon,Older
83,3479.2,1,tar,Colour,incon,Older
83,5088.5,1,trumpet,Colour,incon,Older
83,11243.6,1,diary,Size,incon,Older
83,8183.1,1,gun,Size,incon,Older
83,3517.3,1,football,Size,incon,Older
83,8404.4,1,cranberry,Colour,incon,Older
83,6254.6,1,cloud,Colour,incon,Older
83,5978,1,chalk,Colour,incon,Older
83,3582.8,1,handbag,Size,incon,Older
83,4273.8,1,cup,Size,incon,Older
83,8043.7,1,tribe,Size,incon,Older
83,6871.1,1,highlighter,Colour,incon,Older
83,27423.8,1,paper,Colour,incon,Older
83,8313.9,1,lion,Colour,incon,Older
83,8059.8,1,pencil,Size,incon,Older
83,6528.1,1,theatre,Size,incon,Older
83,7555,1,lighter,Size,incon,Older
83,4529.3,1,blackboard,Colour,incon,Older
83,4547.2,1,bread,Colour,incon,Older
83,6761.2,1,dove,Colour,incon,Older
83,6920.3,1,stool,Size,incon,Older
83,5532.4,1,chair,Size,incon,Older
83,6732.6,1,box,Size,incon,Older
84,1655.6,1,ham,Colour,cong,Older
84,1550,1,blood,Colour,cong,Older
84,1944.1,1,broccoli,Colour,cong,Older
84,1648.2,1,hammer,Size,cong,Older
84,2202.3,1,orange,Size,cong,Older
84,1612.1,1,mouth,Size,cong,Older
84,2653.2,1,coffee,Colour,cong,Older
84,2261.7,1,ketchup,Colour,cong,Older
84,2109.6,1,rhino,Colour,cong,Older
84,2101.9,1,wasp,Size,cong,Older
84,2327.9,1,goose,Size,cong,Older
84,1988.4,1,donkey,Size,cong,Older
84,3581.5,1,sunflower,Colour,cong,Older
84,2017.8,1,gin,Colour,cong,Older
84,2274.2,1,grass,Colour,cong,Older
84,3362.7,1,window,Size,cong,Older
84,1934.5,1,pen,Size,cong,Older
84,4909.9,1,mop,Size,cong,Older
84,3334.2,1,snow,Colour,cong,Older
84,2334.7,1,butter,Colour,cong,Older
84,2346.1,1,oregano,Colour,cong,Older
84,4568.8,1,fork,Size,cong,Older
84,2559,1,doctor,Size,cong,Older
84,2247.3,1,dancer,Size,cong,Older
84,2207.4,0,rice,Colour,incon,Older
84,2823.7,0,tar,Colour,incon,Older
84,2343.7,0,trumpet,Colour,incon,Older
84,2018.6,0,diary,Size,incon,Older
84,1422.4,0,gun,Size,incon,Older
84,2304,0,football,Size,incon,Older
84,1791.9,0,cranberry,Colour,incon,Older
84,2354.3,0,cloud,Colour,incon,Older
84,1676.1,0,chalk,Colour,incon,Older
84,2269.7,1,handbag,Size,incon,Older
84,1513.2,0,cup,Size,incon,Older
84,2957.7,1,tribe,Size,incon,Older
84,4265,0,highlighter,Colour,incon,Older
84,2940.2,0,paper,Colour,incon,Older
84,1896.9,0,lion,Colour,incon,Older
84,2470.2,0,pencil,Size,incon,Older
84,4563.8,0,theatre,Size,incon,Older
84,2018.5,0,lighter,Size,incon,Older
84,2976.4,0,blackboard,Colour,incon,Older
84,2834.1,0,bread,Colour,incon,Older
84,3213.8,0,dove,Colour,incon,Older
84,2888,0,stool,Size,incon,Older
84,4403.3,1,chair,Size,incon,Older
84,3643.3,0,box,Size,incon,Older
85,3826.3,1,ham,Colour,cong,Older
85,2849.2,1,blood,Colour,cong,Older
85,1961.7,1,broccoli,Colour,cong,Older
85,3915.4,0,hammer,Size,cong,Older
85,1794.1,1,orange,Size,cong,Older
85,6106.4,1,mouth,Size,cong,Older
85,4274.5,1,coffee,Colour,cong,Older
85,3452.3,1,ketchup,Colour,cong,Older
85,2764.9,1,rhino,Colour,cong,Older
85,1986.5,1,wasp,Size,cong,Older
85,4843.2,1,goose,Size,cong,Older
85,2090.3,1,donkey,Size,cong,Older
85,4122.3,1,sunflower,Colour,cong,Older
85,3793.9,1,gin,Colour,cong,Older
85,3530.4,1,grass,Colour,cong,Older
85,2721.4,1,window,Size,cong,Older
85,2402.2,1,pen,Size,cong,Older
85,2784.9,1,mop,Size,cong,Older
85,5108.4,1,snow,Colour,cong,Older
85,4104.9,1,butter,Colour,cong,Older
85,3018.5,1,oregano,Colour,cong,Older
85,2874.2,1,fork,Size,cong,Older
85,3419.7,1,doctor,Size,cong,Older
85,2549.2,1,dancer,Size,cong,Older
85,3034.2,0,rice,Colour,incon,Older
85,2321.7,1,tar,Colour,incon,Older
85,4784.9,1,trumpet,Colour,incon,Older
85,3954.8,1,diary,Size,incon,Older
85,4202.6,1,gun,Size,incon,Older
85,5081.7,1,football,Size,incon,Older
85,4900.4,1,cranberry,Colour,incon,Older
85,3650,1,cloud,Colour,incon,Older
85,2731.1,1,chalk,Colour,incon,Older
85,3435.4,1,handbag,Size,incon,Older
85,4818,1,cup,Size,incon,Older
85,4562.2,1,tribe,Size,incon,Older
85,9066,1,highlighter,Colour,incon,Older
85,15290.3,1,paper,Colour,incon,Older
85,9112.9,1,lion,Colour,incon,Older
85,3378.3,1,pencil,Size,incon,Older
85,4106.1,1,theatre,Size,incon,Older
85,10931,1,lighter,Size,incon,Older
85,4308.1,1,blackboard,Colour,incon,Older
85,3251.5,1,bread,Colour,incon,Older
85,8820.3,1,dove,Colour,incon,Older
85,4986.4,1,stool,Size,incon,Older
85,7050.2,1,chair,Size,incon,Older
85,4673.5,1,box,Size,incon,Older
86,2650.1,1,ham,Colour,cong,Older
86,2719.5,1,blood,Colour,cong,Older
86,2972.5,1,broccoli,Colour,cong,Older
86,3180.1,1,hammer,Size,cong,Older
86,2785.7,1,orange,Size,cong,Older
86,2590.9,1,mouth,Size,cong,Older
86,2924.6,1,coffee,Colour,cong,Older
86,3787.8,0,ketchup,Colour,cong,Older
86,2719.9,1,rhino,Colour,cong,Older
86,3224.3,1,wasp,Size,cong,Older
86,2111.4,1,goose,Size,cong,Older
86,2945,1,donkey,Size,cong,Older
86,6326.1,1,sunflower,Colour,cong,Older
86,2636.8,0,gin,Colour,cong,Older
86,2562.9,1,grass,Colour,cong,Older
86,6265.7,1,window,Size,cong,Older
86,2012.8,1,pen,Size,cong,Older
86,2952.9,1,mop,Size,cong,Older
86,3668.5,1,snow,Colour,cong,Older
86,3639.3,1,butter,Colour,cong,Older
86,3406,1,oregano,Colour,cong,Older
86,4845.5,1,fork,Size,cong,Older
86,3572.4,1,doctor,Size,cong,Older
86,2838.9,1,dancer,Size,cong,Older
86,4608.6,1,rice,Colour,incon,Older
86,3463.7,1,tar,Colour,incon,Older
86,2445,1,trumpet,Colour,incon,Older
86,3963.7,0,diary,Size,incon,Older
86,4393.2,1,gun,Size,incon,Older
86,4090.9,1,football,Size,incon,Older
86,3827,0,cranberry,Colour,incon,Older
86,2267.3,1,cloud,Colour,incon,Older
86,2112.3,1,chalk,Colour,incon,Older
86,2111.4,1,handbag,Size,incon,Older
86,3844.5,1,cup,Size,incon,Older
86,4207.6,1,tribe,Size,incon,Older
86,2601.5,0,highlighter,Colour,incon,Older
86,3091.2,0,paper,Colour,incon,Older
86,4308.9,1,lion,Colour,incon,Older
86,3914.5,1,pencil,Size,incon,Older
86,3424.2,1,theatre,Size,incon,Older
86,3620.3,1,lighter,Size,incon,Older
86,2669.5,0,blackboard,Colour,incon,Older
86,7136.7,1,bread,Colour,incon,Older
86,8538.2,1,dove,Colour,incon,Older
86,4689.5,1,stool,Size,incon,Older
86,3855.3,0,chair,Size,incon,Older
86,13259.3,1,box,Size,incon,Older
87,1191.2,1,ham,Colour,cong,Younger
87,1293.4,1,blood,Colour,cong,Younger
87,1528.1,1,broccoli,Colour,cong,Younger
87,2390.4,1,hammer,Size,cong,Younger
87,1441.4,1,orange,Size,cong,Younger
87,2080.3,1,mouth,Size,cong,Younger
87,1714.8,1,coffee,Colour,cong,Younger
87,1948,1,ketchup,Colour,cong,Younger
87,1692.8,1,rhino,Colour,cong,Younger
87,1282,1,wasp,Size,cong,Younger
87,1231.1,1,goose,Size,cong,Younger
87,1590.8,1,donkey,Size,cong,Younger
87,2016.7,1,sunflower,Colour,cong,Younger
87,2454.3,0,gin,Colour,cong,Younger
87,2149,1,grass,Colour,cong,Younger
87,2325.4,1,window,Size,cong,Younger
87,1888.8,1,pen,Size,cong,Younger
87,2606.4,1,mop,Size,cong,Younger
87,2296.8,0,snow,Colour,cong,Younger
87,2387,1,butter,Colour,cong,Younger
87,2250.1,1,oregano,Colour,cong,Younger
87,1766.7,1,fork,Size,cong,Younger
87,2407.1,1,doctor,Size,cong,Younger
87,1990.4,1,dancer,Size,cong,Younger
87,2064.6,1,rice,Colour,incon,Younger
87,1683.7,1,tar,Colour,incon,Younger
87,2602.3,1,trumpet,Colour,incon,Younger
87,2009.3,1,diary,Size,incon,Younger
87,1833,1,gun,Size,incon,Younger
87,1460.5,1,football,Size,incon,Younger
87,1510.7,1,cranberry,Colour,incon,Younger
87,1683,1,cloud,Colour,incon,Younger
87,1594.1,0,chalk,Colour,incon,Younger
87,1675.5,1,handbag,Size,incon,Younger
87,1965,1,cup,Size,incon,Younger
87,1744.8,1,tribe,Size,incon,Younger
87,2074.5,1,highlighter,Colour,incon,Younger
87,3172.5,1,paper,Colour,incon,Younger
87,3897.4,0,lion,Colour,incon,Younger
87,2436.1,1,pencil,Size,incon,Younger
87,3080.5,1,theatre,Size,incon,Younger
87,4743.1,0,lighter,Size,incon,Younger
87,2156.9,1,blackboard,Colour,incon,Younger
87,2687.5,1,bread,Colour,incon,Younger
87,2063.8,1,dove,Colour,incon,Younger
87,3167,1,stool,Size,incon,Younger
87,2345.5,1,chair,Size,incon,Younger
87,2330.1,1,box,Size,incon,Younger
88,2571,1,ham,Colour,cong,Younger
88,2163.7,1,blood,Colour,cong,Younger
88,2580.4,1,broccoli,Colour,cong,Younger
88,2485.3,1,hammer,Size,cong,Younger
88,1618.5,1,orange,Size,cong,Younger
88,2763.1,1,mouth,Size,cong,Younger
88,2575.4,1,coffee,Colour,cong,Younger
88,1690.9,1,ketchup,Colour,cong,Younger
88,2170.2,1,rhino,Colour,cong,Younger
88,1531.9,1,wasp,Size,cong,Younger
88,1712.1,1,goose,Size,cong,Younger
88,3111.6,1,donkey,Size,cong,Younger
88,1980.4,1,sunflower,Colour,cong,Younger
88,4042.8,1,gin,Colour,cong,Younger
88,2037.1,1,grass,Colour,cong,Younger
88,4650,1,window,Size,cong,Younger
88,1931.2,1,pen,Size,cong,Younger
88,2191.1,1,mop,Size,cong,Younger
88,2699.6,1,snow,Colour,cong,Younger
88,2089,1,butter,Colour,cong,Younger
88,2664.6,1,oregano,Colour,cong,Younger
88,2373.8,1,fork,Size,cong,Younger
88,4108.8,1,doctor,Size,cong,Younger
88,2630.2,1,dancer,Size,cong,Younger
88,2287.8,1,rice,Colour,incon,Younger
88,2865.1,1,tar,Colour,incon,Younger
88,2567.8,1,trumpet,Colour,incon,Younger
88,2059.9,1,diary,Size,incon,Younger
88,3853,1,gun,Size,incon,Younger
88,2553.4,1,football,Size,incon,Younger
88,2696.5,1,cranberry,Colour,incon,Younger
88,1826,1,cloud,Colour,incon,Younger
88,2598.7,1,chalk,Colour,incon,Younger
88,2037.5,1,handbag,Size,incon,Younger
88,4268,1,cup,Size,incon,Younger
88,2082.8,1,tribe,Size,incon,Younger
88,2588.7,1,highlighter,Colour,incon,Younger
88,3576.7,1,paper,Colour,incon,Younger
88,5287.1,1,lion,Colour,incon,Younger
88,2009.1,1,pencil,Size,incon,Younger
88,2612.2,1,theatre,Size,incon,Younger
88,2750.8,1,lighter,Size,incon,Younger
88,2525.7,1,blackboard,Colour,incon,Younger
88,3111.8,1,bread,Colour,incon,Younger
88,2309.5,1,dove,Colour,incon,Younger
88,2655.1,1,stool,Size,incon,Younger
88,2494.3,1,chair,Size,incon,Younger
88,3025.2,1,box,Size,incon,Younger
89,1804,1,ham,Colour,cong,Younger
89,2374,1,blood,Colour,cong,Younger
89,1746,1,broccoli,Colour,cong,Younger
89,3070,1,hammer,Size,cong,Younger
89,1895,1,orange,Size,cong,Younger
89,3296,1,mouth,Size,cong,Younger
89,2067,1,coffee,Colour,cong,Younger
89,2149,1,ketchup,Colour,cong,Younger
89,3482,1,rhino,Colour,cong,Younger
89,1917,1,wasp,Size,cong,Younger
89,1866,1,goose,Size,cong,Younger
89,1975,1,donkey,Size,cong,Younger
89,2822,1,sunflower,Colour,cong,Younger
89,4182,1,gin,Colour,cong,Younger
89,3600,1,grass,Colour,cong,Younger
89,4006,1,window,Size,cong,Younger
89,3886,1,pen,Size,cong,Younger
89,2676,1,mop,Size,cong,Younger
89,3449,1,snow,Colour,cong,Younger
89,2450,1,butter,Colour,cong,Younger
89,3688,1,oregano,Colour,cong,Younger
89,1894,1,fork,Size,cong,Younger
89,6336,1,doctor,Size,cong,Younger
89,3079,1,dancer,Size,cong,Younger
89,2813,1,rice,Colour,incon,Younger
